0.027741 -0.648549 -0.382733
0.069063 0.895260 -0.656545
0.404462 -0.547166 -0.010468
-0.750603 -0.832209 -0.220740
-0.445540 -0.263894 0.966918
0.070772 0.531358 0.292947
0.534288 0.560472 0.645924
-0.696158 0.250954 -0.370647
-0.306192 0.834407 0.039521
-0.197668 0.213538 0.570849
0.863094 0.739860 0.733085
0.349040 0.516831 0.163793
-0.221534 -0.288736 -0.599536
0.653859 -0.168188 -0.072970
0.958373 -0.747124 -0.574755
0.916929 0.474960 -0.181921
0.560228 0.515793 0.913694
-0.943846 -0.362529 0.513901
-0.514023 0.179113 -0.913205
0.912107 -0.361736 -0.881283
-0.116245 0.830073 0.144505
-0.762322 0.139561 -0.495895
-0.008271 -0.526536 -0.046052
-0.187841 0.746025 -0.146092
-0.283547 -0.236061 -0.913694
-0.678823 0.044710 0.393170
-0.805841 -0.198340 0.546861
-0.510361 -0.314371 -0.540025
-0.404279 -0.390912 0.774407
-0.926695 0.302286 -0.202795
0.352580 0.465194 0.875607
-0.533433 0.676992 0.934446
0.557299 -0.136998 0.348186
0.618763 -0.682485 -0.440229
-0.729362 0.728385 0.500412
-0.584033 -0.720084 -0.410810
0.605640 -0.562120 0.126194
0.431196 -0.604907 0.979675
-0.499924 -0.138768 0.510544
0.721854 0.789605 0.956175
-0.209204 -0.135594 -0.745720
-0.084628 -0.524339 0.972106
0.305643 0.208472 -0.516221
-0.090243 0.579943 -0.842402
-0.047212 -0.694815 -0.508530
0.890011 0.228065 0.976379
-0.045442 0.599414 0.488388
-0.238563 -0.040193 0.053804
-0.803827 0.188452 -0.305643
-0.713309 0.559069 0.421979
-0.107700 0.409162 -0.809381
0.925657 0.102634 0.480514
0.158055 0.275735 0.563341
-0.624195 -0.395795 -0.434370
0.368023 -0.414167 0.130772
-0.163121 -0.386822 -0.110935
0.131382 -0.024140 0.213294
-0.168310 -0.739189 -0.488083
-0.928526 0.954222 -0.770989
-0.243873 0.293435 -0.299112
0.106113 -0.283181 0.130894
-0.048738 -0.672658 0.230445
-0.655690 0.109409 -0.415571
0.744316 0.670156 0.689810
0.791070 0.189550 0.081149
-0.663625 0.309915 0.381024
-0.472335 -0.786615 0.629872
-0.617298 -0.153417 -0.296304
0.678457 -0.725333 -0.474654
-0.645497 -0.040193 -0.239662
0.009674 0.005524 -0.296182
0.051180 -0.758782 0.039094
0.214270 0.465804 0.113742
-0.311747 0.603931 0.181982
-0.466170 0.341350 0.104282
0.577868 0.775445 0.780023
-0.863826 0.601184 0.814753
0.288247 -0.669729 -0.397320
-0.667470 -0.429670 0.683950
0.072665 -0.927305 -0.585620
-0.957579 -0.283731 0.242958
0.040071 0.092074 -0.692679
0.646718 -0.933348 -0.948119
-0.243751 0.232643 -0.959227
0.253151 0.830439 -0.250404
0.458907 -0.208350 0.964537
0.194555 -0.775384 -0.556810
0.598376 0.741325 0.476485
-0.972777 0.479110 -0.163305
-0.275918 -0.592212 -0.633717
-0.847468 -0.768914 -0.681753
0.576525 -0.919309 0.581286
0.198035 -0.194800 -0.541917
-0.634388 0.228614 -0.336222
0.210303 0.928220 -0.243873
-0.631214 -0.399823 -0.891659
-0.711966 -0.979125 0.769707
0.916074 0.251808 0.911252
0.262062 -0.921751 -0.297403
-0.707327 -0.787957 -0.605152
